title,lang,source_name,format,category,license,text,sentences,cefr_level
0455.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"Idream to fly again to Moskow, where i was in holiday last year during two weeks. I maked many russains freinds, with them i visited many places like  the Red Square or the Lenin's Mausoleum. I spent a goed time there.I have been never see a nices metro stations like the Moskow Metro stations.They are wondeful !   In dispite  of my stay in Moskow,  i discovered  the russain style life, It's defferent from belguim.I don't know how explain that. People, there, are more simple then people here. Finaly and in conclusion, i advice evrybody to visit Moskow but firstly ,you must start  stady Russain language or English.",I spent a goed time there.I have been never see a nices metro stations like the Moskow Metro stations.They are wondeful !,A2
0424.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I am a single father of twoo boys. The older is fifteen years old. He is tall with short brown hairs, and is name is {name}. The younger is ten years old, with blond hairs and is name is {name}. They are very kind and I am so proud of them.",I am a single father of twoo boys.,A2
0424.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I am a single father of twoo boys. The older is fifteen years old. He is tall with short brown hairs, and is name is {name}. The younger is ten years old, with blond hairs and is name is {name}. They are very kind and I am so proud of them.","He is tall with short brown hairs, and is name is {name}.",A2
0422.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I'm seventy seven,years old. I've got a big family withe five boys, and now six granddaughters et six grandsons. My husband is dead since nine years.  I live alone, but I see a lot my childrens et grandchildrens. I have too a little black dog, I'm a atist painter et I'm studuing chinese writer.  I'm learning english, because I would like go to Australia visited my brother's family. I have a large part of my family in Austrlia, because I live in Verviers. A long time ago, this city was the capitl of the wool.Ant the first businessman, mine grant mother's brother, went to Sidney in 1918. My brother found a entreprise there, Care Glass, do you now? And geft to the name at a belgium's friend. Y 'll go there if I've a good comprehension in english langage.  Because, I've not very a gift for the stranger langage. I hope so taht's right. Thank's for this exercise.","I live alone, but I see a lot my childrens et grandchildrens.",A2
0005.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I have one sister, she is married and she has one children. His name is {name} and he is so cute, he loves the mininons and the car. My father and my mother work for the belgium military. They break up when i was 3 years old. My father are married with another women and my mother lives alone.","His name is {name} and he is so cute, he loves the mininons and the car.",A2
0104.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"Four years ago, I went to Senegal during two short weeks and I think it was the most beautiful travel that I've made in my life. I took the plane and it was the first time for me because my parents doesn't like plane (my mother is afraid by that). It was the most beautiful travel because I discover a lot of thing that we doesn't know here in Belgium.",I took the plane and it was the first time for me because my parents doesn't like plane (my mother is afraid by that).,A2
0477.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"In ten years, I would like visit many country in the world to meet many people and speak, change ideas between us. The first land to visit is the America of south : deserts, mountains, cities and seas with different transports : aeroplane, auto, car, bike and boat. For that, I would like learn spanish and englih language. It is most aisy to meet people if you understand their language.","The first land to visit is the America of south : deserts, mountains, cities and seas with different transports : aeroplane, auto, car, bike and boat.",A2
0422.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I'm seventy seven,years old. I've got a big family withe five boys, and now six granddaughters et six grandsons. My husband is dead since nine years.  I live alone, but I see a lot my childrens et grandchildrens. I have too a little black dog, I'm a atist painter et I'm studuing chinese writer.  I'm learning english, because I would like go to Australia visited my brother's family. I have a large part of my family in Austrlia, because I live in Verviers. A long time ago, this city was the capitl of the wool.Ant the first businessman, mine grant mother's brother, went to Sidney in 1918. My brother found a entreprise there, Care Glass, do you now? And geft to the name at a belgium's friend. Y 'll go there if I've a good comprehension in english langage.  Because, I've not very a gift for the stranger langage. I hope so taht's right. Thank's for this exercise.","Because, I've not very a gift for the stranger langage.",A2
0482.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I remember me, the next year, I saw a beatiful girl. She speaks Italian and me French, we couldn't speak together but she didn't stop to watch to me, and me too ... I'm really tired because I know I could try something to kiss her but I didn't have the courage ... We I had to leave the aqualand, she comes and give me kiss on my cheek. I was really happy but I knew I'll never see her again. But I think to her occasionaly ! Her and her kiss ...","She speaks Italian and me French, we couldn't speak together but she didn't stop to watch to me, and me too ...",A2
0134.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"I think I will travel the world and visit the most beautiful areas of the world. But I find that with money it's too easy. If I want more adventure I have to meet the inhabitants of the country and walk in the nature. So, I will use the money for the plane ticket's and no for luxuous hostels. I have the project to visit south America because I have many friends in these country. They will be happy to offer me a home and to show me their country. I dream to walk in the historical Machu Pichu.",They will be happy to offer me a home and to show me their country.,A2
0062.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"In 10 years, i will be married to a famous basketball player and have 4 children ; 2 boys and 2 girls. I will leave in a beautiful house in Los Angeles with a big garden and a swimming pool. I will be a professional danser and i will go on Tour with celebrities. I will be a actress to. I will have done many movies with a lot of actors from Hollywod. This is how my life will be in 10 years.",This is how my life will be in 10 years.,A2
0435.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,My family doesn't understand me after some bad experiences in my life. Some projects didn't succes and I lost one situation. Since few months I try to build again my life with a woman. We try to have a baby to have our family. But it's not easy each day to sruvive with a minimum of money but each day is a new experience.,Some projects didn't succes and I lost one situation.,A2
0478.xml,en,cefr-asag,document-level,learner,CC BY-NC-SA 4.0,"Last year, I went to a camping in French. I went there with my family : my mother, his boyfriend and children's boyfriend. I always went to swimmingpool, I liked parties the afternoon. But my boyfriend miss you. I would like come back in Belgium to see my boyfriend. We stayed two weeks during the holiday. We came back by car. I didn't like stay it too long.",We came back by car.,A2
