doc_id,sentence,token,lemma,pos,tag,Number,Person,Poss,PronType,Mood,Tense,VerbForm,Degree,PunctType,Case,Definite,Gender,NumType,Polarity,Aspect,ConjType,PunctSide
0423.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,2,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,2,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0423.xml,2,to,to,PART,TO,,,,,,,,,,,,,,,,,
0423.xml,2,go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,2,shopping,shop,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0423.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,2,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,2,daughter,daughter,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0423.xml,2,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,2,friends,friend,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,2,to,to,PART,TO,,,,,,,,,,,,,,,,,
0423.xml,2,walk,walk,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,2,outside,outside,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,2,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0423.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0423.xml,2,weather,weather,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,2,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,3,do,do,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,3,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0423.xml,3,like,like,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,3,sport,sport,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,3,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,3,much,much,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,3,but,but,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0423.xml,3,roll,roll,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,3,on,on,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,3,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,3,bicycle,bicycle,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,3,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0423.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0423.xml,3,sun,sun,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0423.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,3,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0423.xml,3,enjoy,enjoy,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,3,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,3,me,I,PRON,PRP,Sing,1,,Prs,,,,,,Acc,,,,,,,
0423.xml,3,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,0,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,0,sport,sport,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,1,3,3,NUM,CD,,,,,,,,,,,,,Card,,,,
0426.xml,1,times,time,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0426.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,1,week,week,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,1,run,run,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,2,pratice,pratice,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0426.xml,2,chinese,chinese,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0426.xml,2,martial,martial,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0426.xml,2,art,art,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,2,:,:,PUNCT,:,,,,,,,,,,,,,,,,,
0426.xml,2,this,this,PRON,DT,Sing,,,Dem,,,,,,,,,,,,,
0426.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0426.xml,2,wing,wing,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,2,tchun,tchun,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0426.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0426.xml,2,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0426.xml,2,'s,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0426.xml,2,style,style,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,2,of,of,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,2,kung,kung,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0426.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0426.xml,2,fu,fu,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0426.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,3,When,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0426.xml,3,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,3,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,3,times,time,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0426.xml,3,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,3,watch,watch,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,3,movies,movie,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0426.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,3,cinema,cinema,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,4,like,like,AUX,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,4,go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0426.xml,4,to,to,PART,TO,,,,,,,,,,,,,,,,,
0426.xml,4,visit,visit,VERB,VB,,,,,,,Inf,,,,,,,,,,
0426.xml,4,another,another,DET,DT,,,,,,,,,,,,,,,,,
0426.xml,4,city,city,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0426.xml,4,another,another,DET,DT,,,,,,,,,,,,,,,,,
0426.xml,4,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,5,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0426.xml,5,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,5,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,5,time,time,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,5,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,5,on,on,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,5,internet,internet,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,5,listen,listen,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,musique,musique,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,0,usually,usually,ADV,RB,,,,,,,,,,,,,,,,,
0434.xml,0,get,get,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,0,up,up,ADP,RP,,,,,,,,,,,,,,,,,
0434.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,0,7:00,7:00,NUM,CD,,,,,,,,,,,,,Card,,,,
0434.xml,0,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,0,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0434.xml,0,morning,morning,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0434.xml,1,lunch,lunch,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0434.xml,1,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,1,take,take,VERB,VB,,,,,,,Inf,,,,,,,,,,
0434.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0434.xml,1,shower,shower,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,2,share,share,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,2,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,2,work,work,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,2,until,until,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,2,17:00,17:00,NUM,CD,,,,,,,,,,,,,Card,,,,
0434.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,3,Go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0434.xml,3,home,home,ADV,RB,,,,,,,,,,,,,,,,,
0434.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0434.xml,3,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,3,eat,eat,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,3,dinner,dinner,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,3,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,3,watch,watch,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,3,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0434.xml,3,little,little,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0434.xml,3,tv,tv,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,3,news,news,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0434.xml,4,Then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0434.xml,4,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0434.xml,4,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0434.xml,4,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0434.xml,4,bed,bed,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0434.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,0,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,0,travelling,travel,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,1,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0439.xml,1,favourite,favourite,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,1,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,1,South,South,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,1,Africa,Africa,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,1,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0439.xml,1,bush,bush,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0439.xml,1,animals,animal,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0439.xml,1,beautiful,beautiful,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,1,landscape,landscape,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,2,People,People,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0439.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,2,fantastict,fantastict,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0439.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,2,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,2,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0439.xml,2,bevahiour,bevahiour,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0439.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,3,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,3,gardening,garden,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,4,It,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0439.xml,4,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0439.xml,4,moment,moment,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0439.xml,4,where,where,SCONJ,WRB,,,,,,,,,,,,,,,,,
0439.xml,4,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,4,do,do,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0439.xml,4,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0439.xml,4,never,never,ADV,RB,,,,,,,,,,,,,,,,,
0439.xml,4,thing,thing,VERB,VB,,,,,,,Inf,,,,,,,,,,
0439.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0439.xml,5,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0439.xml,5,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0439.xml,5,cooking,cook,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0439.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,0,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,0,sport,sport,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,1,3,3,NUM,CD,,,,,,,,,,,,,Card,,,,
0426.xml,1,times,time,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0426.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,1,week,week,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,1,run,run,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,2,pratice,pratice,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0426.xml,2,chinese,chinese,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0426.xml,2,martial,martial,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0426.xml,2,art,art,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,2,:,:,PUNCT,:,,,,,,,,,,,,,,,,,
0426.xml,2,this,this,PRON,DT,Sing,,,Dem,,,,,,,,,,,,,
0426.xml,2,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0426.xml,2,wing,wing,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,2,tchun,tchun,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0426.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0426.xml,2,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0426.xml,2,'s,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,2,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0426.xml,2,style,style,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,2,of,of,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,2,kung,kung,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0426.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0426.xml,2,fu,fu,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0426.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,3,When,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0426.xml,3,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,3,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,3,times,time,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0426.xml,3,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,3,watch,watch,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,3,movies,movie,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0426.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,3,cinema,cinema,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,4,like,like,AUX,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,4,go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0426.xml,4,to,to,PART,TO,,,,,,,,,,,,,,,,,
0426.xml,4,visit,visit,VERB,VB,,,,,,,Inf,,,,,,,,,,
0426.xml,4,another,another,DET,DT,,,,,,,,,,,,,,,,,
0426.xml,4,city,city,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0426.xml,4,another,another,DET,DT,,,,,,,,,,,,,,,,,
0426.xml,4,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0426.xml,5,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0426.xml,5,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,5,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0426.xml,5,time,time,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0426.xml,5,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0426.xml,5,on,on,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,5,internet,internet,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0426.xml,5,listen,listen,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,musique,musique,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0426.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0079.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0079.xml,0,would,would,AUX,MD,,,,,,,Fin,,,,,,,,,,
0079.xml,0,like,like,VERB,VB,,,,,,,Inf,,,,,,,,,,
0079.xml,0,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0079.xml,0,family,family,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0079.xml,0,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0079.xml,0,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0079.xml,0,man,man,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0079.xml,0,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0079.xml,0,2,2,NUM,CD,,,,,,,,,,,,,Card,,,,
0079.xml,0,children,child,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0079.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0006.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,0,get,get,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,0,up,up,ADP,RP,,,,,,,,,,,,,,,,,
0006.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,0,7,7,NUM,CD,,,,,,,,,,,,,Card,,,,
0006.xml,0,am,am,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,0,on,on,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,0,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0006.xml,0,weekly,weekly,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0006.xml,0,day,day,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,0,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,0,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,0,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,0,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0006.xml,0,lessons,lesson,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0006.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0006.xml,1,And,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0006.xml,1,when,when,SCONJ,WRB,,,,,,,,,,,,,,,,,
0006.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,1,come,come,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,1,back,back,ADV,RB,,,,,,,,,,,,,,,,,
0006.xml,1,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,1,home,home,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0006.xml,1,evening,evening,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,1,ik,ik,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0006.xml,1,study,study,VERB,VB,,,,,,,Inf,,,,,,,,,,
0006.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0006.xml,1,little,little,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0006.xml,1,bit,bit,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,1,watch,watch,VERB,VB,,,,,,,Inf,,,,,,,,,,
0006.xml,1,tv,tv,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0006.xml,1,play,play,VERB,VB,,,,,,,Inf,,,,,,,,,,
0006.xml,1,video,video,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,1,games,game,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0006.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0006.xml,2,then,then,ADV,RB,,,,Dem,,,,,,,,,,,,,
0006.xml,2,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0006.xml,2,go,go,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0006.xml,2,to,to,PART,TO,,,,,,,,,,,,,,,,,
0006.xml,2,sleep,sleep,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,2,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0006.xml,2,11,11,NUM,CD,,,,,,,,,,,,,Card,,,,
0006.xml,2,pm,pm,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0006.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
